X,Y,Z
-1,-29,9
-3,-29,9
-3,-27,9
-5,-27,9
-5,-25,9
-7,-25,9
-7,-23,9
-9,-23,9
-9,-21,9
-11,-21,9
-11,-19,9
-13,-19,9
-13,-17,9
-15,-17,9
-15,-15,9
-17,-15,9
-17,-13,9
-19,-13,9
-19,-11,9
-21,-11,9
-21,-9,9
-23,-9,9
-23,-7,9
-25,-7,9
-25,-5,9
-27,-5,9
-27,-3,9
-29,-3,9
-29,-1,9
-31,-1,9
-31,1,9
-29,1,9
-29,3,9
-27,3,9
-27,5,9
-25,5,9
-25,7,9
-23,7,9
-23,9,9
-21,9,9
-21,11,9
-19,11,9
-19,13,9
-17,13,9
-17,15,9
-15,15,9
-15,17,9
-13,17,9
-13,19,9
-11,19,9
-11,21,9
-9,21,9
-9,23,9
-7,23,9
-7,25,9
-5,25,9
-5,27,9
-3,27,9
-3,29,9
-1,29,9
-1,29,11
1,29,11
1,27,11
3,27,11
3,25,11
5,25,11
5,23,11
7,23,11
7,21,11
9,21,11
9,19,11
11,19,11
11,17,11
13,17,11
13,15,11
15,15,11
15,13,11
17,13,11
17,11,11
19,11,11
19,9,11
21,9,11
21,7,11
23,7,11
23,5,11
25,5,11
25,3,11
25,3,13
25,1,13
25,1,15
25,-1,15
23,-1,15
23,-3,15
21,-3,15
21,-5,15
19,-5,15
19,-7,15
17,-7,15
17,-9,15
15,-9,15
15,-11,15
13,-11,15
13,-13,15
11,-13,15
11,-15,15
9,-15,15
9,-17,15
7,-17,15
7,-19,15
5,-19,15
5,-21,15
3,-21,15
3,-23,15
1,-23,15
1,-25,15
-1,-25,15
-1,-23,15
-3,-23,15
-3,-21,15
-5,-21,15
-5,-19,15
-7,-19,15
-7,-17,15
-9,-17,15
-9,-15,15
-11,-15,15
-11,-13,15
-13,-13,15
-13,-11,15
-15,-11,15
-15,-9,15
-17,-9,15
-17,-7,15
-19,-7,15
-19,-5,15
-21,-5,15
-21,-3,15
-23,-3,15
-23,-1,15
-25,-1,15
-25,1,15
-23,1,15
-23,3,15
-21,3,15
-21,5,15
-19,5,15
-19,7,15
-17,7,15
-17,9,15
-15,9,15
-15,11,15
-13,11,15
-13,13,15
-11,13,15
-11,15,15
-9,15,15
-9,17,15
-7,17,15
-7,19,15
-5,19,15
-5,21,15
-3,21,15
-3,23,15
-1,23,15
-1,23,17
1,23,17
1,21,17
3,21,17
3,19,17
5,19,17
5,17,17
7,17,17
7,15,17
9,15,17
9,13,17
11,13,17
11,11,17
13,11,17
13,9,17
15,9,17
15,7,17
17,7,17
17,5,17
19,5,17
19,3,17
19,3,19
19,1,19
19,1,21
19,-1,21
17,-1,21
17,-3,21
15,-3,21
15,-5,21
13,-5,21
13,-7,21
11,-7,21
11,-9,21
9,-9,21
9,-11,21
7,-11,21
7,-13,21
5,-13,21
5,-15,21
3,-15,21
3,-17,21
1,-17,21
1,-19,21
-1,-19,21
-1,-17,21
-3,-17,21
-3,-15,21
-5,-15,21
-5,-13,21
-7,-13,21
-7,-11,21
-9,-11,21
-9,-9,21
-11,-9,21
-11,-7,21
-13,-7,21
-13,-5,21
-15,-5,21
-15,-3,21
-17,-3,21
-17,-1,21
-19,-1,21
-19,1,21
-17,1,21
-17,3,21
-15,3,21
-15,5,21
-13,5,21
-13,7,21
-11,7,21
-11,9,21
-9,9,21
-9,11,21
-7,11,21
-7,13,21
-5,13,21
-5,15,21
-3,15,21
-3,17,21
-1,17,21
-1,17,23
1,17,23
1,15,23
3,15,23
3,13,23
5,13,23
5,11,23
7,11,23
7,9,23
9,9,23
9,7,23
11,7,23
11,5,23
13,5,23
13,3,23
13,3,25
13,1,25
13,1,27
13,-1,27
11,-1,27
11,-3,27
9,-3,27
9,-5,27
7,-5,27
7,-7,27
5,-7,27
5,-9,27
3,-9,27
3,-11,27
1,-11,27
1,-13,27
-1,-13,27
-1,-11,27
-3,-11,27
-3,-9,27
-5,-9,27
-5,-7,27
-7,-7,27
-7,-5,27
-9,-5,27
-9,-3,27
-11,-3,27
-11,-1,27
-13,-1,27
-13,1,27
-11,1,27
-11,3,27
-9,3,27
-9,5,27
-7,5,27
-7,7,27
-5,7,27
-5,9,27
-3,9,27
-3,11,27
-1,11,27
-1,11,29
1,11,29
1,9,29
3,9,29
3,7,29
5,7,29
5,5,29
7,5,29
7,3,29
7,3,31
7,1,31
7,1,33
7,-1,33
5,-1,33
5,-3,33
3,-3,33
3,-5,33
1,-5,33
1,-7,33
-1,-7,33
-1,-5,33
-3,-5,33
-3,-3,33
-5,-3,33
-5,-1,33
-7,-1,33
-7,1,33
-5,1,33
-5,3,33
-3,3,33
-3,5,33
-1,5,33
-1,5,35
1,5,35
1,3,35
1,1,35
1,-1,35
-1,-1,35
-1,1,35
-1,1,33
-1,3,33
1,3,33
1,1,33
3,1,33
3,-1,33
1,-1,33
1,-3,33
-1,-3,33
-1,-1,33
-3,-1,33
-3,1,33
-3,1,31
-5,1,31
-5,-1,31
-3,-1,31
-3,-3,31
-1,-3,31
-1,-5,31
1,-5,31
1,-3,31
3,-3,31
3,-1,31
5,-1,31
5,1,31
5,1,29
5,3,29
3,3,29
3,5,29
1,5,29
1,7,29
-1,7,29
-1,5,29
-3,5,29
-3,5,27
-5,5,27
-5,3,27
-7,3,27
-7,1,27
-9,1,27
-9,-1,27
-7,-1,27
-7,-3,27
-5,-3,27
-5,-5,27
-3,-5,27
-3,-7,27
-1,-7,27
-1,-9,27
1,-9,27
1,-7,27
3,-7,27
3,-5,27
5,-5,27
5,-3,27
7,-3,27
7,-1,27
9,-1,27
9,1,27
9,1,25
9,3,25
7,3,25
7,5,25
5,5,25
5,7,25
3,7,25
3,9,25
1,9,25
1,11,25
-1,11,25
-1,9,25
-3,9,25
-3,9,23
-5,9,23
-5,7,23
-7,7,23
-7,5,23
-9,5,23
-9,3,23
-11,3,23
-11,1,23
-13,1,23
-13,-1,23
-11,-1,23
-11,-3,23
-9,-3,23
-9,-5,23
-7,-5,23
-7,-7,23
-5,-7,23
-5,-9,23
-3,-9,23
-3,-11,23
-1,-11,23
-1,-13,23
1,-13,23
1,-11,23
3,-11,23
3,-9,23
5,-9,23
5,-7,23
7,-7,23
7,-5,23
9,-5,23
9,-3,23
11,-3,23
11,-1,23
13,-1,23
13,1,23
13,1,21
13,3,21
11,3,21
11,5,21
9,5,21
9,7,21
7,7,21
7,9,21
5,9,21
5,11,21
3,11,21
3,13,21
1,13,21
1,15,21
-1,15,21
-1,13,21
-3,13,21
-3,13,19
-5,13,19
-5,11,19
-7,11,19
-7,9,19
-9,9,19
-9,7,19
-11,7,19
-11,5,19
-13,5,19
-13,3,19
-15,3,19
-15,1,19
-17,1,19
-17,-1,19
-15,-1,19
-15,-3,19
-13,-3,19
-13,-5,19
-11,-5,19
-11,-7,19
-9,-7,19
-9,-9,19
-7,-9,19
-7,-11,19
-5,-11,19
-5,-13,19
-3,-13,19
-3,-15,19
-1,-15,19
-1,-17,19
1,-17,19
1,-15,19
3,-15,19
3,-13,19
5,-13,19
5,-11,19
7,-11,19
7,-9,19
9,-9,19
9,-7,19
11,-7,19
11,-5,19
13,-5,19
13,-3,19
15,-3,19
15,-1,19
17,-1,19
17,1,19
17,1,17
17,3,17
15,3,17
15,5,17
13,5,17
13,7,17
11,7,17
11,9,17
9,9,17
9,11,17
7,11,17
7,13,17
5,13,17
5,15,17
3,15,17
3,17,17
1,17,17
1,19,17
-1,19,17
-1,17,17
-3,17,17
-3,17,15
-5,17,15
-5,15,15
-7,15,15
-7,13,15
-9,13,15
-9,11,15
-11,11,15
-11,9,15
-13,9,15
-13,7,15
-15,7,15
-15,5,15
-17,5,15
-17,3,15
-19,3,15
-19,1,15
-21,1,15
-21,-1,15
-19,-1,15
-19,-3,15
-17,-3,15
-17,-5,15
-15,-5,15
-15,-7,15
-13,-7,15
-13,-9,15
-11,-9,15
-11,-11,15
-9,-11,15
-9,-13,15
-7,-13,15
-7,-15,15
-5,-15,15
-5,-17,15
-3,-17,15
-3,-19,15
-1,-19,15
-1,-21,15
1,-21,15
1,-19,15
3,-19,15
3,-17,15
5,-17,15
5,-15,15
7,-15,15
7,-13,15
9,-13,15
9,-11,15
11,-11,15
11,-9,15
13,-9,15
13,-7,15
15,-7,15
15,-5,15
17,-5,15
17,-3,15
19,-3,15
19,-1,15
21,-1,15
21,1,15
21,1,13
21,3,13
19,3,13
19,5,13
17,5,13
17,7,13
15,7,13
15,9,13
13,9,13
13,11,13
11,11,13
11,13,13
9,13,13
9,15,13
7,15,13
7,17,13
5,17,13
5,19,13
3,19,13
3,21,13
1,21,13
1,23,13
-1,23,13
-1,21,13
-3,21,13
-3,21,11
-5,21,11
-5,19,11
-7,19,11
-7,17,11
-9,17,11
-9,15,11
-11,15,11
-11,13,11
-13,13,11
-13,11,11
-15,11,11
-15,9,11
-17,9,11
-17,7,11
-19,7,11
-19,5,11
-21,5,11
-21,3,11
-23,3,11
-23,1,11
-25,1,11
-25,-1,11
-23,-1,11
-23,-3,11
-21,-3,11
-21,-5,11
-19,-5,11
-19,-7,11
-17,-7,11
-17,-9,11
-15,-9,11
-15,-11,11
-13,-11,11
-13,-13,11
-11,-13,11
-11,-15,11
-9,-15,11
-9,-17,11
-7,-17,11
-7,-19,11
-5,-19,11
-5,-21,11
-3,-21,11
-3,-23,11
-1,-23,11
-1,-25,11
1,-25,11
1,-23,11
3,-23,11
3,-21,11
5,-21,11
5,-19,11
7,-19,11
7,-17,11
9,-17,11
9,-15,11
11,-15,11
11,-13,11
13,-13,11
13,-11,11
15,-11,11
15,-9,11
17,-9,11
17,-7,11
19,-7,11
19,-5,11
21,-5,11
21,-3,11
23,-3,11
23,-1,11
25,-1,11
25,1,11
25,1,9
25,3,9
23,3,9
23,5,9
21,5,9
21,7,9
19,7,9
19,9,9
17,9,9
17,11,9
15,11,9
15,13,9
13,13,9
13,15,9
11,15,9
11,17,9
9,17,9
9,19,9
7,19,9
7,21,9
5,21,9
5,23,9
3,23,9
3,25,9
1,25,9
1,27,9
-1,27,9
-1,25,9
-3,25,9
-3,25,7
-5,25,7
-5,23,7
-7,23,7
-7,21,7
-9,21,7
-9,19,7
-11,19,7
-11,17,7
-13,17,7
-13,15,7
-15,15,7
-15,13,7
-17,13,7
-17,11,7
-19,11,7
-19,9,7
-21,9,7
-21,7,7
-23,7,7
-23,5,7
-25,5,7
-25,3,7
-27,3,7
-27,1,7
-29,1,7
-29,-1,7
-27,-1,7
-27,-3,7
-25,-3,7
-25,-5,7
-23,-5,7
-23,-7,7
-21,-7,7
-21,-9,7
-19,-9,7
-19,-11,7
-17,-11,7
-17,-13,7
-15,-13,7
-15,-15,7
-13,-15,7
-13,-17,7
-11,-17,7
-11,-19,7
-9,-19,7
-9,-21,7
-7,-21,7
-7,-23,7
-5,-23,7
-5,-25,7
-3,-25,7
-3,-27,7
-1,-27,7
-1,-29,7
1,-29,7
1,-27,7
3,-27,7
3,-25,7
5,-25,7
5,-23,7
7,-23,7
7,-21,7
9,-21,7
9,-19,7
11,-19,7
11,-17,7
13,-17,7
13,-15,7
15,-15,7
15,-13,7
17,-13,7
17,-11,7
19,-11,7
19,-9,7
21,-9,7
21,-7,7
23,-7,7
23,-5,7
25,-5,7
25,-3,7
27,-3,7
27,-1,7
29,-1,7
29,1,7
29,1,5
29,3,5
27,3,5
27,5,5
25,5,5
25,7,5
23,7,5
23,9,5
21,9,5
21,11,5
19,11,5
19,13,5
17,13,5
17,15,5
15,15,5
15,17,5
13,17,5
13,19,5
11,19,5
11,21,5
9,21,5
9,23,5
7,23,5
7,25,5
5,25,5
5,27,5
3,27,5
3,29,5
1,29,5
1,31,5
-1,31,5
-1,29,5
-3,29,5
-3,29,3
-5,29,3
-5,27,3
-7,27,3
-7,25,3
-9,25,3
-9,23,3
-11,23,3
-11,21,3
-13,21,3
-13,19,3
-15,19,3
-15,17,3
-17,17,3
-17,15,3
-19,15,3
-19,13,3
-21,13,3
-21,11,3
-23,11,3
-23,9,3
-25,9,3
-25,7,3
-27,7,3
-27,5,3
-29,5,3
-29,3,3
-31,3,3
-31,1,3
-33,1,3
-33,-1,3
-31,-1,3
-31,-3,3
-29,-3,3
-29,-5,3
-27,-5,3
-27,-7,3
-25,-7,3
-25,-9,3
-23,-9,3
-23,-11,3
-21,-11,3
-21,-13,3
-19,-13,3
-19,-15,3
-17,-15,3
-17,-17,3
-15,-17,3
-15,-19,3
-13,-19,3
-13,-21,3
-11,-21,3
-11,-23,3
-9,-23,3
-9,-25,3
-7,-25,3
-7,-27,3
-5,-27,3
-5,-29,3
-3,-29,3
-3,-31,3
-1,-31,3
-1,-33,3
1,-33,3
1,-31,3
3,-31,3
3,-29,3
5,-29,3
5,-27,3
7,-27,3
7,-25,3
9,-25,3
9,-23,3
11,-23,3
11,-21,3
13,-21,3
13,-19,3
15,-19,3
15,-17,3
17,-17,3
17,-15,3
19,-15,3
19,-13,3
21,-13,3
21,-11,3
23,-11,3
23,-9,3
25,-9,3
25,-7,3
27,-7,3
27,-5,3
29,-5,3
29,-3,3
31,-3,3
31,-1,3
33,-1,3
33,1,3
33,1,1
33,3,1
31,3,1
31,5,1
29,5,1
29,7,1
27,7,1
27,9,1
25,9,1
25,11,1
23,11,1
23,13,1
21,13,1
21,15,1
19,15,1
19,17,1
17,17,1
17,19,1
15,19,1
15,21,1
13,21,1
13,23,1
11,23,1
11,25,1
9,25,1
9,27,1
7,27,1
7,29,1
5,29,1
5,31,1
3,31,1
3,33,1
1,33,1
1,35,1
-1,35,1
-1,33,1
-3,33,1
-3,33,-1
-1,33,-1
-1,35,-1
1,35,-1
1,33,-1
3,33,-1
3,31,-1
5,31,-1
5,29,-1
7,29,-1
7,27,-1
9,27,-1
9,25,-1
11,25,-1
11,23,-1
13,23,-1
13,21,-1
15,21,-1
15,19,-1
17,19,-1
17,17,-1
19,17,-1
19,15,-1
21,15,-1
21,13,-1
23,13,-1
23,11,-1
25,11,-1
25,9,-1
27,9,-1
27,7,-1
29,7,-1
29,5,-1
31,5,-1
31,3,-1
33,3,-1
33,1,-1
33,1,-3
33,-1,-3
31,-1,-3
31,-3,-3
29,-3,-3
29,-5,-3
27,-5,-3
27,-7,-3
25,-7,-3
25,-9,-3
23,-9,-3
23,-11,-3
21,-11,-3
21,-13,-3
19,-13,-3
19,-15,-3
17,-15,-3
17,-17,-3
15,-17,-3
15,-19,-3
13,-19,-3
13,-21,-3
11,-21,-3
11,-23,-3
9,-23,-3
9,-25,-3
7,-25,-3
7,-27,-3
5,-27,-3
5,-29,-3
3,-29,-3
3,-31,-3
1,-31,-3
1,-33,-3
-1,-33,-3
-1,-31,-3
-3,-31,-3
-3,-29,-3
-5,-29,-3
-5,-27,-3
-7,-27,-3
-7,-25,-3
-9,-25,-3
-9,-23,-3
-11,-23,-3
-11,-21,-3
-13,-21,-3
-13,-19,-3
-15,-19,-3
-15,-17,-3
-17,-17,-3
-17,-15,-3
-19,-15,-3
-19,-13,-3
-21,-13,-3
-21,-11,-3
-23,-11,-3
-23,-9,-3
-25,-9,-3
-25,-7,-3
-27,-7,-3
-27,-5,-3
-29,-5,-3
-29,-3,-3
-31,-3,-3
-31,-1,-3
-33,-1,-3
-33,1,-3
-31,1,-3
-31,3,-3
-29,3,-3
-29,5,-3
-27,5,-3
-27,7,-3
-25,7,-3
-25,9,-3
-23,9,-3
-23,11,-3
-21,11,-3
-21,13,-3
-19,13,-3
-19,15,-3
-17,15,-3
-17,17,-3
-15,17,-3
-15,19,-3
-13,19,-3
-13,21,-3
-11,21,-3
-11,23,-3
-9,23,-3
-9,25,-3
-7,25,-3
-7,27,-3
-5,27,-3
-5,29,-3
-3,29,-3
-3,29,-5
-1,29,-5
-1,31,-5
1,31,-5
1,29,-5
3,29,-5
3,27,-5
5,27,-5
5,25,-5
7,25,-5
7,23,-5
9,23,-5
9,21,-5
11,21,-5
11,19,-5
13,19,-5
13,17,-5
15,17,-5
15,15,-5
17,15,-5
17,13,-5
19,13,-5
19,11,-5
21,11,-5
21,9,-5
23,9,-5
23,7,-5
25,7,-5
25,5,-5
27,5,-5
27,3,-5
29,3,-5
29,1,-5
29,1,-7
29,-1,-7
27,-1,-7
27,-3,-7
25,-3,-7
25,-5,-7
23,-5,-7
23,-7,-7
21,-7,-7
21,-9,-7
19,-9,-7
19,-11,-7
17,-11,-7
17,-13,-7
15,-13,-7
15,-15,-7
13,-15,-7
13,-17,-7
11,-17,-7
11,-19,-7
9,-19,-7
9,-21,-7
7,-21,-7
7,-23,-7
5,-23,-7
5,-25,-7
3,-25,-7
3,-27,-7
1,-27,-7
1,-29,-7
-1,-29,-7
-1,-27,-7
-3,-27,-7
-3,-25,-7
-5,-25,-7
-5,-23,-7
-7,-23,-7
-7,-21,-7
-9,-21,-7
-9,-19,-7
-11,-19,-7
-11,-17,-7
-13,-17,-7
-13,-15,-7
-15,-15,-7
-15,-13,-7
-17,-13,-7
-17,-11,-7
-19,-11,-7
-19,-9,-7
-21,-9,-7
-21,-7,-7
-23,-7,-7
-23,-5,-7
-25,-5,-7
-25,-3,-7
-27,-3,-7
-27,-1,-7
-29,-1,-7
-29,1,-7
-27,1,-7
-27,3,-7
-25,3,-7
-25,5,-7
-23,5,-7
-23,7,-7
-21,7,-7
-21,9,-7
-19,9,-7
-19,11,-7
-17,11,-7
-17,13,-7
-15,13,-7
-15,15,-7
-13,15,-7
-13,17,-7
-11,17,-7
-11,19,-7
-9,19,-7
-9,21,-7
-7,21,-7
-7,23,-7
-5,23,-7
-5,25,-7
-3,25,-7
-3,25,-9
-1,25,-9
-1,27,-9
1,27,-9
1,25,-9
3,25,-9
3,23,-9
5,23,-9
5,21,-9
7,21,-9
7,19,-9
9,19,-9
9,17,-9
11,17,-9
11,15,-9
13,15,-9
13,13,-9
15,13,-9
15,11,-9
17,11,-9
17,9,-9
19,9,-9
19,7,-9
21,7,-9
21,5,-9
23,5,-9
23,3,-9
25,3,-9
25,1,-9
25,1,-11
25,-1,-11
23,-1,-11
23,-3,-11
21,-3,-11
21,-5,-11
19,-5,-11
19,-7,-11
17,-7,-11
17,-9,-11
15,-9,-11
15,-11,-11
13,-11,-11
13,-13,-11
11,-13,-11
11,-15,-11
9,-15,-11
9,-17,-11
7,-17,-11
7,-19,-11
5,-19,-11
5,-21,-11
3,-21,-11
3,-23,-11
1,-23,-11
1,-25,-11
-1,-25,-11
-1,-23,-11
-3,-23,-11
-3,-21,-11
-5,-21,-11
-5,-19,-11
-7,-19,-11
-7,-17,-11
-9,-17,-11
-9,-15,-11
-11,-15,-11
-11,-13,-11
-13,-13,-11
-13,-11,-11
-15,-11,-11
-15,-9,-11
-17,-9,-11
-17,-7,-11
-19,-7,-11
-19,-5,-11
-21,-5,-11
-21,-3,-11
-23,-3,-11
-23,-1,-11
-25,-1,-11
-25,1,-11
-23,1,-11
-23,3,-11
-21,3,-11
-21,5,-11
-19,5,-11
-19,7,-11
-17,7,-11
-17,9,-11
-15,9,-11
-15,11,-11
-13,11,-11
-13,13,-11
-11,13,-11
-11,15,-11
-9,15,-11
-9,17,-11
-7,17,-11
-7,19,-11
-5,19,-11
-5,21,-11
-3,21,-11
-3,21,-13
-1,21,-13
-1,23,-13
1,23,-13
1,21,-13
3,21,-13
3,19,-13
5,19,-13
5,17,-13
7,17,-13
7,15,-13
9,15,-13
9,13,-13
11,13,-13
11,11,-13
13,11,-13
13,9,-13
15,9,-13
15,7,-13
17,7,-13
17,5,-13
19,5,-13
19,3,-13
21,3,-13
21,1,-13
21,1,-15
21,-1,-15
19,-1,-15
19,-3,-15
17,-3,-15
17,-5,-15
15,-5,-15
15,-7,-15
13,-7,-15
13,-9,-15
11,-9,-15
11,-11,-15
9,-11,-15
9,-13,-15
7,-13,-15
7,-15,-15
5,-15,-15
5,-17,-15
3,-17,-15
3,-19,-15
1,-19,-15
1,-21,-15
-1,-21,-15
-1,-19,-15
-3,-19,-15
-3,-17,-15
-5,-17,-15
-5,-15,-15
-7,-15,-15
-7,-13,-15
-9,-13,-15
-9,-11,-15
-11,-11,-15
-11,-9,-15
-13,-9,-15
-13,-7,-15
-15,-7,-15
-15,-5,-15
-17,-5,-15
-17,-3,-15
-19,-3,-15
-19,-1,-15
-21,-1,-15
-21,1,-15
-19,1,-15
-19,3,-15
-17,3,-15
-17,5,-15
-15,5,-15
-15,7,-15
-13,7,-15
-13,9,-15
-11,9,-15
-11,11,-15
-9,11,-15
-9,13,-15
-7,13,-15
-7,15,-15
-5,15,-15
-5,17,-15
-3,17,-15
-3,17,-17
-1,17,-17
-1,19,-17
1,19,-17
1,17,-17
3,17,-17
3,15,-17
5,15,-17
5,13,-17
7,13,-17
7,11,-17
9,11,-17
9,9,-17
11,9,-17
11,7,-17
13,7,-17
13,5,-17
15,5,-17
15,3,-17
17,3,-17
17,1,-17
17,1,-19
17,-1,-19
15,-1,-19
15,-3,-19
13,-3,-19
13,-5,-19
11,-5,-19
11,-7,-19
9,-7,-19
9,-9,-19
7,-9,-19
7,-11,-19
5,-11,-19
5,-13,-19
3,-13,-19
3,-15,-19
1,-15,-19
1,-17,-19
-1,-17,-19
-1,-15,-19
-3,-15,-19
-3,-13,-19
-5,-13,-19
-5,-11,-19
-7,-11,-19
-7,-9,-19
-9,-9,-19
-9,-7,-19
-11,-7,-19
-11,-5,-19
-13,-5,-19
-13,-3,-19
-15,-3,-19
-15,-1,-19
-17,-1,-19
-17,1,-19
-15,1,-19
-15,3,-19
-13,3,-19
-13,5,-19
-11,5,-19
-11,7,-19
-9,7,-19
-9,9,-19
-7,9,-19
-7,11,-19
-5,11,-19
-5,13,-19
-3,13,-19
-3,13,-21
-1,13,-21
-1,15,-21
1,15,-21
1,13,-21
3,13,-21
3,11,-21
5,11,-21
5,9,-21
7,9,-21
7,7,-21
9,7,-21
9,5,-21
11,5,-21
11,3,-21
13,3,-21
13,1,-21
13,1,-23
13,-1,-23
11,-1,-23
11,-3,-23
9,-3,-23
9,-5,-23
7,-5,-23
7,-7,-23
5,-7,-23
5,-9,-23
3,-9,-23
3,-11,-23
1,-11,-23
1,-13,-23
-1,-13,-23
-1,-11,-23
-3,-11,-23
-3,-9,-23
-5,-9,-23
-5,-7,-23
-7,-7,-23
-7,-5,-23
-9,-5,-23
-9,-3,-23
-11,-3,-23
-11,-1,-23
-13,-1,-23
-13,1,-23
-11,1,-23
-11,3,-23
-9,3,-23
-9,5,-23
-7,5,-23
-7,7,-23
-5,7,-23
-5,9,-23
-3,9,-23
-3,9,-25
-1,9,-25
-1,11,-25
1,11,-25
1,9,-25
3,9,-25
3,7,-25
5,7,-25
5,5,-25
7,5,-25
7,3,-25
9,3,-25
9,1,-25
9,1,-27
9,-1,-27
7,-1,-27
7,-3,-27
5,-3,-27
5,-5,-27
3,-5,-27
3,-7,-27
1,-7,-27
1,-9,-27
-1,-9,-27
-1,-7,-27
-3,-7,-27
-3,-5,-27
-5,-5,-27
-5,-3,-27
-7,-3,-27
-7,-1,-27
-9,-1,-27
-9,1,-27
-7,1,-27
-7,3,-27
-5,3,-27
-5,5,-27
-3,5,-27
-3,5,-29
-1,5,-29
-1,7,-29
1,7,-29
1,5,-29
3,5,-29
3,3,-29
5,3,-29
5,1,-29
5,1,-31
5,-1,-31
3,-1,-31
3,-3,-31
1,-3,-31
1,-5,-31
-1,-5,-31
-1,-3,-31
-3,-3,-31
-3,-1,-31
-5,-1,-31
-5,1,-31
-3,1,-31
-3,1,-33
-3,-1,-33
-1,-1,-33
-1,-3,-33
1,-3,-33
1,-1,-33
3,-1,-33
3,1,-33
3,1,-31
3,3,-31
1,3,-31
1,5,-31
-1,5,-31
-1,3,-31
-3,3,-31
-3,3,-29
-5,3,-29
-5,1,-29
-7,1,-29
-7,-1,-29
-5,-1,-29
-5,-3,-29
-3,-3,-29
-3,-5,-29
-1,-5,-29
-1,-7,-29
1,-7,-29
1,-5,-29
3,-5,-29
3,-3,-29
5,-3,-29
5,-1,-29
7,-1,-29
7,1,-29
7,1,-27
7,3,-27
5,3,-27
5,5,-27
3,5,-27
3,7,-27
1,7,-27
1,9,-27
-1,9,-27
-1,7,-27
-3,7,-27
-3,7,-25
-5,7,-25
-5,5,-25
-7,5,-25
-7,3,-25
-9,3,-25
-9,1,-25
-11,1,-25
-11,-1,-25
-9,-1,-25
-9,-3,-25
-7,-3,-25
-7,-5,-25
-5,-5,-25
-5,-7,-25
-3,-7,-25
-3,-9,-25
-1,-9,-25
-1,-11,-25
1,-11,-25
1,-9,-25
3,-9,-25
3,-7,-25
5,-7,-25
5,-5,-25
7,-5,-25
7,-3,-25
9,-3,-25
9,-1,-25
11,-1,-25
11,1,-25
11,1,-23
11,3,-23
9,3,-23
9,5,-23
7,5,-23
7,7,-23
5,7,-23
5,9,-23
3,9,-23
3,11,-23
1,11,-23
1,13,-23
-1,13,-23
-1,11,-23
-3,11,-23
-3,11,-21
-5,11,-21
-5,9,-21
-7,9,-21
-7,7,-21
-9,7,-21
-9,5,-21
-11,5,-21
-11,3,-21
-13,3,-21
-13,1,-21
-15,1,-21
-15,-1,-21
-13,-1,-21
-13,-3,-21
-11,-3,-21
-11,-5,-21
-9,-5,-21
-9,-7,-21
-7,-7,-21
-7,-9,-21
-5,-9,-21
-5,-11,-21
-3,-11,-21
-3,-13,-21
-1,-13,-21
-1,-15,-21
1,-15,-21
1,-13,-21
3,-13,-21
3,-11,-21
5,-11,-21
5,-9,-21
7,-9,-21
7,-7,-21
9,-7,-21
9,-5,-21
11,-5,-21
11,-3,-21
13,-3,-21
13,-1,-21
15,-1,-21
15,1,-21
15,1,-19
15,3,-19
13,3,-19
13,5,-19
11,5,-19
11,7,-19
9,7,-19
9,9,-19
7,9,-19
7,11,-19
5,11,-19
5,13,-19
3,13,-19
3,15,-19
1,15,-19
1,17,-19
-1,17,-19
-1,15,-19
-3,15,-19
-3,15,-17
-5,15,-17
-5,13,-17
-7,13,-17
-7,11,-17
-9,11,-17
-9,9,-17
-11,9,-17
-11,7,-17
-13,7,-17
-13,5,-17
-15,5,-17
-15,3,-17
-17,3,-17
-17,1,-17
-19,1,-17
-19,-1,-17
-17,-1,-17
-17,-3,-17
-15,-3,-17
-15,-5,-17
-13,-5,-17
-13,-7,-17
-11,-7,-17
-11,-9,-17
-9,-9,-17
-9,-11,-17
-7,-11,-17
-7,-13,-17
-5,-13,-17
-5,-15,-17
-3,-15,-17
-3,-17,-17
-1,-17,-17
-1,-19,-17
1,-19,-17
1,-17,-17
3,-17,-17
3,-15,-17
5,-15,-17
5,-13,-17
7,-13,-17
7,-11,-17
9,-11,-17
9,-9,-17
11,-9,-17
11,-7,-17
13,-7,-17
13,-5,-17
15,-5,-17
15,-3,-17
17,-3,-17
17,-1,-17
19,-1,-17
19,1,-17
19,1,-15
19,3,-15
17,3,-15
17,5,-15
15,5,-15
15,7,-15
13,7,-15
13,9,-15
11,9,-15
11,11,-15
9,11,-15
9,13,-15
7,13,-15
7,15,-15
5,15,-15
5,17,-15
3,17,-15
3,19,-15
1,19,-15
1,21,-15
-1,21,-15
-1,19,-15
-3,19,-15
-3,19,-13
-5,19,-13
-5,17,-13
-7,17,-13
-7,15,-13
-9,15,-13
-9,13,-13
-11,13,-13
-11,11,-13
-13,11,-13
-13,9,-13
-15,9,-13
-15,7,-13
-17,7,-13
-17,5,-13
-19,5,-13
-19,3,-13
-21,3,-13
-21,1,-13
-23,1,-13
-23,-1,-13
-21,-1,-13
-21,-3,-13
-19,-3,-13
-19,-5,-13
-17,-5,-13
-17,-7,-13
-15,-7,-13
-15,-9,-13
-13,-9,-13
-13,-11,-13
-11,-11,-13
-11,-13,-13
-9,-13,-13
-9,-15,-13
-7,-15,-13
-7,-17,-13
-5,-17,-13
-5,-19,-13
-3,-19,-13
-3,-21,-13
